,fname,category
4278,DT - Mistress (808).wav,808
4279,NM - Clarice 808.wav,808
4280,NM - Permanent 808.wav,808
4281,808 Kick 1TCE.wav,808
4282,NM - Romana 808.wav,808
4283,Keep It Cool.wav,808
4284,NM - Jects 808.wav,808
4285,JB - 808 Drum Bass (7).wav,808
4286,NM - Packages 808.wav,808
4287,Maaly Sub.wav,808
4288,808_Shrooms_C.wav,808
4289,BWB WAV R US 808( (15).wav,808
4290,Superman [808].wav,808
4291,808 Kick 14TCE.wav,808
4292,NM - Jungle (808).wav,808
4293,808 - COMPANY.wav,808
4294,808 (13).wav,808
4295,Jahlil Beats Trunk Banger (4).wav,808
4296,MB 808 (10).wav,808
4297,DT - Creamer (808).wav,808
4298,MB 808 (11).wav,808
4299,KC - Hype 808.wav,808
4300,808_Down_F.wav,808
4301,808 (12).wav,808
4302,Jahlil Beats Trunk Banger (5).wav,808
4303,KC - New Zay 808.wav,808
4304,DT - Monster (808).wav,808
4305,Arrow [808].wav,808
4306,808 Kick 3TCE.wav,808
4307,Bane [808].wav,808
4308,Jahlil Beats Drum (2).wav,808
4309,BWB WAV R US 808( (14).wav,808
4310,BWB WAV R US 808( (1).wav,808
4311,NM - Ritual (808).wav,808
4312,NM - Pinhead 808.wav,808
4313,NM - Terminator 808.wav,808
4314,KC - Money 808.wav,808
4315,JB - 808 Drum Bass (6).wav,808
4316,808 Kick 16TCE.wav,808
4317,NM - Deadstar 808.wav,808
4318,808 - LIT.wav,808
4319,DT - Freeman (808).wav,808
4320,lex_808_23.wav,808
4321,NM - BushDid911 808.wav,808
4322,NM - Pray For It 808.wav,808
4323,808FX_Down1_D.wav,808
4324,NM - Piru (808).wav,808
4325,808 (1).wav,808
4326,Deadshot [808].wav,808
4327,BWB WAV R US 808( (18).wav,808
4328,MB 808 (7).wav,808
4329,MB 808 (27).wav,808
4330,lex_808_22.wav,808
4331,Flash [808].wav,808
4332,Lantern [808].wav,808
4333,JLou 808.wav,808
4334,444+222.wav,808
4335,KC - Flavor 808.wav,808
4336,NM - Love 808.wav,808
4337,DT - Spaced (808).wav,808
4338,808 (2).wav,808
4339,MB 808 (24).wav,808
4340,MB 808 (4).wav,808
4341,Maaly Raw 808 1.wav,808
4342,Robin [808].wav,808
4343,808 (ocwgf).wav,808
4344,808_Rumbling1_F.wav,808
4345,808 - HAWAII.wav,808
4346,Ivy [808].wav,808
4347,NM - Deep 808.wav,808
4348,KC - Eestbound 808 (No Kick).wav,808
4349,MB 808 (12).wav,808
4350,Grodd [808].wav,808
4351,808 (11).wav,808
4352,Jahlil Beats Trunk Banger (6).wav,808
4353,808 Kick 6TCE.wav,808
4354,NM - Cobra 808.wav,808
4355,Maaly Raw 808 3.wav,808
4356,BWB WAV R US 808( (17).wav,808
4357,BWB WAV R US 808( (2).wav,808
4358,NM - Trunk 808.wav,808
4359,808 Kick 13TCE.wav,808
4360,JB - 808 Drum Bass (5).wav,808
4361,Maaly Raw 808 2.wav,808
4362,MB 808 (28).wav,808
4363,MB 808 (8).wav,808
4364,808_Rumbling3_G.wav,808
4365,nm - molly! 808.wav,808
4366,NM - Baands 808.wav,808
4367,NM - Contra 808.wav,808
4368,KC - LA 808.wav,808
4369,KC - Yuck 808.wav,808
4370,808 Kick 8TCE.wav,808
4371,JB - 808 Drum Bass (4).wav,808
4372,Maaly Raw 808 6.wav,808
4373,MB 808 (29).wav,808
4374,MB 808 (9).wav,808
4375,808 Kick 4TCE.wav,808
4376,nm - hoodrich 808.wav,808
4377,BWB WAV R US 808( (3).wav,808
4378,Ball Player.wav,808
4379,BWB WAV R US 808( (16).wav,808
4380,KC - SNES 808.wav,808
4381,Maaly Raw Thumping 808.wav,808
4382,Maaly Sub 2.wav,808
4383,NM - Creed (808).wav,808
4384,KC - Planets 808.wav,808
4385,808 - LA FLAME.wav,808
4386,NM - Piano 808.wav,808
4387,Horror.wav,808
4388,Swamp [808].wav,808
4389,Maaly Raw 808 7.wav,808
4390,808 Kick 11TCE.wav,808
4391,808 (10).wav,808
4392,NM - Cutthroat 808.wav,808
4393,MB 808 (13).wav,808
4394,KC - Razor 808.wav,808
4395,808 - USED TO.wav,808
4396,Maaly Raw 808 5.wav,808
4397,MB 808 (25).wav,808
4398,MB 808 (5).wav,808
4399,KC - Yeti 808.wav,808
4400,808 (3).wav,808
4401,Canary [808].wav,808
4402,Maaly Raw 808 4.wav,808
4403,BWB WAV R US 808( (20).wav,808
4404,808 Kick 15TCE.wav,808
4405,NM - Toro 808.wav,808
4406,MB 808 (14).wav,808
4407,NM - LionOrder (808).wav,808
4408,808 (17).wav,808
4409,NM - NewSlaves (808).wav,808
4410,nm - pluggedup 808.wav,808
4411,808_Rumbling2_F.wav,808
4412,NM - Aashes 808.wav,808
4413,NM - Crunch Time 808.wav,808
4414,NM - Picker 808.wav,808
4415,BWB WAV R US 808( (11).wav,808
4416,KC - Mafia 808.wav,808
4417,BWB WAV R US 808( (4).wav,808
4418,MC Squared 808.wav,808
4419,808 (8).wav,808
4420,Leaux 808-2.wav,808
4421,The 40 Special-2.wav,808
4422,DT - Preston (808).wav,808
4423,808 - PLUG.wav,808
4424,JB - 808 Drum Bass (3).wav,808
4425,Sauce Moog.wav,808
4426,Batman [808].wav,808
4427,NM - Severe 808.wav,808
4428,KC - Moog 808.wav,808
4429,808_Tradewinds_A.wav,808
4430,MB 808 (18).wav,808
4431,KC - Room Shaker 808.wav,808
4432,MB Sub (3).wav,808
4433,DT - Avenge (808).wav,808
4434,808 - SUBWAY.wav,808
4435,NM - Phelps 808.wav,808
4436,DT - Homeless (808).wav,808
4437,BWB WAV R US 808( (8).wav,808
4438,808 (4).wav,808
4439,808 (21).wav,808
4440,MB 808 (22).wav,808
4441,MB 808 (2).wav,808
4442,KC - Sheesh 808 copy.wav,808
4443,Perfect Sub.wav,808
4444,KC - Ganja 808.wav,808
4445,nm - guccy 808.wav,808
4446,UPALLNIGHT 808.wav,808
4447,NM - Audi 2 808.wav,808
4448,MB 808 (23).wav,808
4449,808 (20).wav,808
4450,KC - Sheesh 808.wav,808
4451,NM - DogFood 808.wav,808
4452,BWB WAV R US 808( (9).wav,808
4453,NM - Flock 808.wav,808
4454,808 - KARDASHIAN.wav,808
4455,City 808.wav,808
4456,808 (5).wav,808
4457,808_Bell_E.wav,808
4458,NM - Sands (808).wav,808
4459,MB Sub (2).wav,808
4460,808 - MOMENTUM.wav,808
4461,MB 808 (19).wav,808
4462,KC - Dance 808.wav,808
4463,KC - Moab 808.wav,808
4464,808 - DARK.wav,808
4465,JB - 808 Drum Bass (2).wav,808
4466,NM - Subzero (808).wav,808
4467,808_Shrooms_Drop_B.wav,808
4468,BWB WAV R US 808( (5).wav,808
4469,808 (9).wav,808
4470,BWB WAV R US 808( (10).wav,808
4471,808 - WHITE RUSSIAN.wav,808
4472,LenoxBass.wav,808
4473,Jahlil Beats Trunk Banger.wav,808
4474,808 (16).wav,808
4475,808 Kick 2TCE.wav,808
4476,nm - granger 808.wav,808
4477,MB 808 (15).wav,808
4478,808 - OVERDOSE.wav,808
